"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"07/09/2022","20,200.0","20,933.3","20,933.3","20,200.0","27.90M","-3.50%"
"06/09/2022","20,933.3","20,866.7","21,200.0","20,766.7","17.36M","0.32%"
"05/09/2022","20,866.7","21,133.3","21,200.0","20,833.3","17.90M","-1.57%"
"31/08/2022","21,200.0","20,966.7","21,200.0","20,766.7","12.68M","1.44%"
"30/08/2022","20,900.0","20,933.3","21,333.3","20,800.0","13.67M","0.48%"
"29/08/2022","20,800.0","20,666.7","21,000.0","20,400.0","26.96M","-1.27%"
"26/08/2022","21,066.7","21,466.7","21,733.3","20,866.7","22.70M","-1.10%"
"25/08/2022","21,300.0","21,033.3","21,566.7","21,033.3","26.18M","1.75%"
"24/08/2022","20,933.3","20,800.0","21,066.7","20,700.0","19.13M","0.64%"
"23/08/2022","20,800.0","20,533.3","20,800.0","20,333.3","13.27M","-0.16%"
"22/08/2022","20,833.3","20,833.3","21,066.7","20,633.3","20.10M","0.00%"
"19/08/2022","20,833.3","20,133.3","21,200.0","20,033.3","47.66M","3.99%"
"18/08/2022","20,033.3","20,200.0","20,233.3","19,966.7","17.78M","-0.33%"
"17/08/2022","20,100.0","20,133.3","20,333.3","20,033.3","15.59M","0.00%"
"16/08/2022","20,100.0","20,233.3","20,233.3","19,966.7","15.35M","-0.66%"
"15/08/2022","20,233.3","20,133.3","20,300.0","20,000.0","16.81M","1.51%"
"12/08/2022","19,933.3","19,766.7","19,933.3","19,600.0","13.05M","1.01%"
"11/08/2022","19,733.3","20,266.7","20,333.3","19,733.3","22.53M","-1.66%"
"10/08/2022","20,066.7","20,200.0","20,233.3","19,966.7","16.43M","-0.50%"
"09/08/2022","20,166.7","20,133.3","20,533.3","20,000.0","30.52M","0.83%"
"08/08/2022","20,000.0","19,600.0","20,000.0","19,466.7","25.77M","2.21%"
"05/08/2022","19,566.7","19,600.0","19,666.7","19,300.0","18.28M","-0.17%"
"04/08/2022","19,600.0","19,500.0","19,966.7","19,366.7","27.25M","1.38%"
"03/08/2022","19,333.3","19,233.3","19,433.3","19,100.0","19.55M","-0.17%"
"02/08/2022","19,366.7","19,533.3","19,533.3","19,166.7","17.95M","-0.17%"
"01/08/2022","19,400.0","19,133.3","19,400.0","19,033.3","19.09M","1.39%"
"29/07/2022","19,133.3","19,000.0","19,133.3","18,866.7","19.48M","1.06%"
"28/07/2022","18,933.3","18,666.7","19,200.0","18,533.3","28.40M","2.53%"
"27/07/2022","18,466.7","18,400.0","18,500.0","18,300.0","9.59M","0.00%"
"26/07/2022","18,466.7","18,400.0","18,700.0","18,366.7","11.13M","0.18%"
"25/07/2022","18,433.3","18,766.7","18,766.7","18,433.3","11.72M","-1.78%"
"22/07/2022","18,766.7","18,866.7","19,000.0","18,733.3","10.91M","-0.18%"
"21/07/2022","18,800.0","18,800.0","18,900.0","18,666.7","13.89M","0.18%"
"20/07/2022","18,766.7","18,866.7","18,966.7","18,733.3","14.55M","0.54%"
"19/07/2022","18,666.7","18,766.7","18,766.7","18,500.0","9.35M","-0.53%"
"18/07/2022","18,766.7","19,000.0","19,100.0","18,766.7","11.31M","-0.35%"
"15/07/2022","18,833.3","18,733.3","18,900.0","18,700.0","13.10M","0.71%"
"14/07/2022","18,700.0","18,433.3","18,733.3","18,333.3","14.69M","1.08%"
"13/07/2022","18,500.0","18,533.3","18,800.0","18,366.7","15.80M","0.00%"
"12/07/2022","18,500.0","18,433.3","18,800.0","18,300.0","12.57M","0.91%"
"11/07/2022","18,333.3","18,933.3","19,000.0","18,333.3","12.71M","-3.85%"
"08/07/2022","19,066.7","19,333.3","19,433.3","19,033.3","11.01M","-1.04%"
"07/07/2022","19,266.7","19,233.3","19,366.7","18,966.7","11.78M","0.35%"
"06/07/2022","19,200.0","19,533.3","19,700.0","19,200.0","8.38M","-2.37%"
"05/07/2022","19,666.7","19,500.0","19,900.0","19,466.7","17.11M","1.03%"
"04/07/2022","19,466.7","19,466.7","19,666.7","19,233.3","13.27M","0.34%"
"01/07/2022","19,400.0","19,400.0","19,566.7","18,733.3","10.54M","0.34%"
"30/06/2022","19,333.3","19,933.3","20,133.3","19,333.3","11.82M","-3.33%"
"29/06/2022","20,000.0","19,733.3","20,166.7","19,666.7","12.58M","0.00%"
"28/06/2022","20,000.0","19,000.0","20,233.3","19,000.0","18.27M","3.81%"
"27/06/2022","19,266.7","18,866.7","19,400.0","18,833.3","8.81M","2.66%"
"24/06/2022","18,766.7","18,866.7","19,166.7","18,766.7","5.41M","-1.05%"
"23/06/2022","18,966.7","18,666.7","19,033.3","18,633.3","7.13M","0.18%"
"22/06/2022","18,933.3","18,566.7","19,300.0","18,333.3","10.58M","4.41%"
"21/06/2022","18,133.3","18,233.3","18,633.3","17,866.7","10.81M","0.37%"
"20/06/2022","18,066.7","18,600.0","18,666.7","17,666.7","14.79M","-2.87%"
"17/06/2022","18,600.0","18,866.7","19,000.0","18,200.0","18.82M","-3.79%"
"16/06/2022","19,333.3","19,466.7","19,600.0","19,300.0","7.88M","0.52%"
"15/06/2022","19,233.3","19,233.3","19,600.0","18,400.0","19.27M","0.00%"
"14/06/2022","19,233.3","18,800.0","19,466.7","18,800.0","17.28M","0.35%"
"13/06/2022","19,166.7","20,000.0","20,300.0","19,166.7","31.44M","-6.96%"
"10/06/2022","20,600.0","20,866.7","21,166.7","20,600.0","14.48M","-1.90%"
"09/06/2022","21,000.0","21,266.7","21,300.0","21,000.0","14.10M","-0.94%"
"08/06/2022","21,200.0","20,400.0","21,300.0","20,166.7","28.52M","4.43%"
"07/06/2022","20,300.0","20,366.7","20,466.7","19,866.7","11.74M","-0.49%"
"06/06/2022","20,400.0","20,466.7","20,800.0","20,233.3","11.55M","-0.49%"
"03/06/2022","20,500.0","20,133.3","20,500.0","20,100.0","10.69M","1.65%"
"02/06/2022","20,166.7","20,600.0","20,633.3","20,066.7","13.51M","-1.94%"
"01/06/2022","20,566.7","20,600.0","20,800.0","20,266.7","15.04M","-0.48%"
"31/05/2022","20,666.7","21,000.0","21,066.7","20,533.3","15.43M","-1.90%"
"30/05/2022","21,066.7","20,966.7","21,066.7","20,700.0","17.78M","1.61%"
"27/05/2022","20,733.3","20,733.3","20,866.7","20,500.0","15.84M","0.16%"
"26/05/2022","20,700.0","21,133.3","21,166.7","20,700.0","12.94M","-1.43%"
"25/05/2022","21,000.0","20,233.3","21,000.0","20,133.3","19.26M","5.00%"
"24/05/2022","20,000.0","19,733.3","20,133.3","19,466.7","14.84M","2.39%"
"23/05/2022","19,533.3","20,533.3","20,533.3","19,466.7","16.58M","-4.25%"
"20/05/2022","20,400.0","20,400.0","20,633.3","20,200.0","11.12M","0.49%"
"19/05/2022","20,300.0","20,066.7","20,600.0","19,966.7","13.79M","-1.62%"
"18/05/2022","20,633.3","21,000.0","21,433.3","20,466.7","17.82M","-0.16%"
